Test ID,Module,Scenario,Device,Status,Start Time,End Time,Duration (ms),Failure Reason
TC_150,"Security","Should clear session cache and tokens upon successful logout (Suite Check #150)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:31.633Z,2026-06-23T04:43:32.563Z,930,""
TC_151,"Security","Should enforce password field masking during credentials input (Suite Check #151)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:32.563Z,2026-06-23T04:43:33.493Z,930,""
TC_152,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #152)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:33.493Z,2026-06-23T04:43:34.423Z,930,""
TC_153,"Security","Should clear session cache and tokens upon successful logout (Suite Check #153)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:34.423Z,2026-06-23T04:43:35.353Z,930,""
TC_154,"Security","Should enforce password field masking during credentials input (Suite Check #154)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:35.353Z,2026-06-23T04:43:36.283Z,930,""
TC_155,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #155)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:36.283Z,2026-06-23T04:43:37.213Z,930,""
TC_156,"Security","Should clear session cache and tokens upon successful logout (Suite Check #156)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:37.213Z,2026-06-23T04:43:38.143Z,930,""
TC_157,"Security","Should enforce password field masking during credentials input (Suite Check #157)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:38.143Z,2026-06-23T04:43:39.073Z,930,""
TC_158,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #158)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:39.073Z,2026-06-23T04:43:40.003Z,930,""
TC_159,"Security","Should clear session cache and tokens upon successful logout (Suite Check #159)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:40.003Z,2026-06-23T04:43:40.933Z,930,""
TC_160,"Security","Should enforce password field masking during credentials input (Suite Check #160)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:40.933Z,2026-06-23T04:43:41.863Z,930,""
TC_161,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #161)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:41.863Z,2026-06-23T04:43:42.793Z,930,""
TC_162,"Security","Should clear session cache and tokens upon successful logout (Suite Check #162)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:42.793Z,2026-06-23T04:43:43.723Z,930,""
TC_163,"Security","Should enforce password field masking during credentials input (Suite Check #163)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:43.723Z,2026-06-23T04:43:44.653Z,930,""
TC_164,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #164)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:44.653Z,2026-06-23T04:43:45.583Z,930,""
TC_165,"Security","Should clear session cache and tokens upon successful logout (Suite Check #165)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:45.583Z,2026-06-23T04:43:46.513Z,930,""
TC_166,"Security","Should enforce password field masking during credentials input (Suite Check #166)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:46.513Z,2026-06-23T04:43:47.443Z,930,""
TC_167,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #167)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:47.443Z,2026-06-23T04:43:48.373Z,930,""
TC_168,"Security","Should clear session cache and tokens upon successful logout (Suite Check #168)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:48.373Z,2026-06-23T04:43:49.303Z,930,""
TC_169,"Security","Should enforce password field masking during credentials input (Suite Check #169)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:49.303Z,2026-06-23T04:43:50.233Z,930,""
TC_170,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #170)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:50.233Z,2026-06-23T04:43:51.163Z,930,""
TC_171,"Security","Should clear session cache and tokens upon successful logout (Suite Check #171)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:51.163Z,2026-06-23T04:43:52.093Z,930,""
TC_172,"Security","Should enforce password field masking during credentials input (Suite Check #172)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:52.093Z,2026-06-23T04:43:53.023Z,930,""
TC_173,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #173)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:53.023Z,2026-06-23T04:43:53.953Z,930,""
TC_174,"Security","Should clear session cache and tokens upon successful logout (Suite Check #174)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:53.953Z,2026-06-23T04:43:54.883Z,930,""
TC_175,"Security","Should enforce password field masking during credentials input (Suite Check #175)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:54.883Z,2026-06-23T04:43:55.813Z,930,""
TC_176,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #176)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:55.813Z,2026-06-23T04:43:56.743Z,930,""
TC_177,"Security","Should clear session cache and tokens upon successful logout (Suite Check #177)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:56.743Z,2026-06-23T04:43:57.673Z,930,""
TC_178,"Security","Should enforce password field masking during credentials input (Suite Check #178)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:57.673Z,2026-06-23T04:43:58.603Z,930,""
TC_179,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #179)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:58.603Z,2026-06-23T04:43:59.533Z,930,""
TC_180,"Security","Should clear session cache and tokens upon successful logout (Suite Check #180)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:43:59.533Z,2026-06-23T04:44:00.463Z,930,""
TC_181,"Security","Should enforce password field masking during credentials input (Suite Check #181)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:00.463Z,2026-06-23T04:44:01.393Z,930,""
TC_182,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #182)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:01.393Z,2026-06-23T04:44:02.323Z,930,""
TC_183,"Security","Should clear session cache and tokens upon successful logout (Suite Check #183)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:02.323Z,2026-06-23T04:44:03.253Z,930,""
TC_184,"Security","Should enforce password field masking during credentials input (Suite Check #184)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:03.253Z,2026-06-23T04:44:04.183Z,930,""
TC_185,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #185)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:04.183Z,2026-06-23T04:44:05.113Z,930,""
TC_186,"Security","Should clear session cache and tokens upon successful logout (Suite Check #186)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:05.113Z,2026-06-23T04:44:06.043Z,930,""
TC_187,"Security","Should enforce password field masking during credentials input (Suite Check #187)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:06.043Z,2026-06-23T04:44:06.973Z,930,""
TC_188,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #188)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:06.973Z,2026-06-23T04:44:07.903Z,930,""
TC_189,"Security","Should clear session cache and tokens upon successful logout (Suite Check #189)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:07.903Z,2026-06-23T04:44:08.833Z,930,""
TC_190,"Security","Should enforce password field masking during credentials input (Suite Check #190)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:08.833Z,2026-06-23T04:44:09.763Z,930,""
TC_191,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #191)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:09.763Z,2026-06-23T04:44:10.693Z,930,""
TC_192,"Security","Should clear session cache and tokens upon successful logout (Suite Check #192)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:10.693Z,2026-06-23T04:44:11.623Z,930,""
TC_193,"Security","Should enforce password field masking during credentials input (Suite Check #193)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:11.623Z,2026-06-23T04:44:12.553Z,930,""
TC_194,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #194)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:12.553Z,2026-06-23T04:44:13.483Z,930,""
TC_195,"Security","Should clear session cache and tokens upon successful logout (Suite Check #195)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:13.483Z,2026-06-23T04:44:14.413Z,930,""
TC_196,"Security","Should enforce password field masking during credentials input (Suite Check #196)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:14.413Z,2026-06-23T04:44:15.343Z,930,""
TC_197,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #197)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:15.343Z,2026-06-23T04:44:16.273Z,930,""
TC_198,"Security","Should clear session cache and tokens upon successful logout (Suite Check #198)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:16.273Z,2026-06-23T04:44:17.203Z,930,""
TC_199,"Security","Should enforce password field masking during credentials input (Suite Check #199)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:17.203Z,2026-06-23T04:44:18.133Z,930,""
TC_200,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #200)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:18.133Z,2026-06-23T04:44:19.063Z,930,""
TC_201,"Security","Should clear session cache and tokens upon successful logout (Suite Check #201)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:19.063Z,2026-06-23T04:44:19.993Z,930,""
TC_202,"Security","Should enforce password field masking during credentials input (Suite Check #202)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:19.993Z,2026-06-23T04:44:20.923Z,930,""
TC_203,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #203)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:20.923Z,2026-06-23T04:44:21.853Z,930,""
TC_204,"Security","Should clear session cache and tokens upon successful logout (Suite Check #204)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:21.853Z,2026-06-23T04:44:22.783Z,930,""
TC_205,"Security","Should enforce password field masking during credentials input (Suite Check #205)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:22.783Z,2026-06-23T04:44:23.713Z,930,""
TC_206,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #206)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:23.713Z,2026-06-23T04:44:24.643Z,930,""
TC_207,"Security","Should clear session cache and tokens upon successful logout (Suite Check #207)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:24.643Z,2026-06-23T04:44:25.573Z,930,""
TC_208,"Security","Should enforce password field masking during credentials input (Suite Check #208)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:25.573Z,2026-06-23T04:44:26.503Z,930,""
TC_209,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #209)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:26.503Z,2026-06-23T04:44:27.433Z,930,""
TC_210,"Security","Should clear session cache and tokens upon successful logout (Suite Check #210)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:27.433Z,2026-06-23T04:44:28.363Z,930,""
TC_211,"Security","Should enforce password field masking during credentials input (Suite Check #211)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:28.363Z,2026-06-23T04:44:29.293Z,930,""
TC_212,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #212)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:29.293Z,2026-06-23T04:44:30.223Z,930,""
TC_213,"Security","Should clear session cache and tokens upon successful logout (Suite Check #213)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:30.223Z,2026-06-23T04:44:31.153Z,930,""
TC_214,"Security","Should enforce password field masking during credentials input (Suite Check #214)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:31.153Z,2026-06-23T04:44:32.083Z,930,""
TC_215,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #215)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:32.083Z,2026-06-23T04:44:33.013Z,930,""
TC_216,"Security","Should clear session cache and tokens upon successful logout (Suite Check #216)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:33.013Z,2026-06-23T04:44:33.943Z,930,""
TC_217,"Security","Should enforce password field masking during credentials input (Suite Check #217)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:33.943Z,2026-06-23T04:44:34.873Z,930,""
TC_218,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #218)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:34.873Z,2026-06-23T04:44:35.803Z,930,""
TC_219,"Security","Should clear session cache and tokens upon successful logout (Suite Check #219)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:35.803Z,2026-06-23T04:44:36.733Z,930,""
TC_220,"Security","Should enforce password field masking during credentials input (Suite Check #220)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:36.733Z,2026-06-23T04:44:37.663Z,930,""
TC_221,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #221)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:37.663Z,2026-06-23T04:44:38.593Z,930,""
TC_222,"Security","Should clear session cache and tokens upon successful logout (Suite Check #222)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:38.593Z,2026-06-23T04:44:39.523Z,930,""
TC_223,"Security","Should enforce password field masking during credentials input (Suite Check #223)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:39.523Z,2026-06-23T04:44:40.453Z,930,""
TC_224,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #224)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:40.453Z,2026-06-23T04:44:41.383Z,930,""
TC_225,"Security","Should clear session cache and tokens upon successful logout (Suite Check #225)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:41.383Z,2026-06-23T04:44:42.313Z,930,""
TC_226,"Security","Should enforce password field masking during credentials input (Suite Check #226)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:42.313Z,2026-06-23T04:44:43.243Z,930,""
TC_227,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #227)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:43.243Z,2026-06-23T04:44:44.173Z,930,""
TC_228,"Security","Should clear session cache and tokens upon successful logout (Suite Check #228)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:44.173Z,2026-06-23T04:44:45.103Z,930,""
TC_229,"Security","Should enforce password field masking during credentials input (Suite Check #229)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:45.103Z,2026-06-23T04:44:46.033Z,930,""
TC_230,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #230)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:46.033Z,2026-06-23T04:44:46.963Z,930,""
TC_231,"Security","Should clear session cache and tokens upon successful logout (Suite Check #231)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:46.963Z,2026-06-23T04:44:47.893Z,930,""
TC_232,"Security","Should enforce password field masking during credentials input (Suite Check #232)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:47.893Z,2026-06-23T04:44:48.823Z,930,""
TC_233,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #233)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:48.823Z,2026-06-23T04:44:49.753Z,930,""
TC_234,"Security","Should clear session cache and tokens upon successful logout (Suite Check #234)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:49.753Z,2026-06-23T04:44:50.683Z,930,""
TC_235,"Security","Should enforce password field masking during credentials input (Suite Check #235)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:50.683Z,2026-06-23T04:44:51.613Z,930,""
TC_236,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #236)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:51.613Z,2026-06-23T04:44:52.543Z,930,""
TC_237,"Security","Should clear session cache and tokens upon successful logout (Suite Check #237)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:52.543Z,2026-06-23T04:44:53.473Z,930,""
TC_238,"Security","Should enforce password field masking during credentials input (Suite Check #238)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:53.473Z,2026-06-23T04:44:54.403Z,930,""
TC_239,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #239)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:54.403Z,2026-06-23T04:44:55.333Z,930,""
TC_240,"Security","Should clear session cache and tokens upon successful logout (Suite Check #240)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:55.333Z,2026-06-23T04:44:56.263Z,930,""
TC_241,"Security","Should enforce password field masking during credentials input (Suite Check #241)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:56.263Z,2026-06-23T04:44:57.193Z,930,""
TC_242,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #242)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:57.193Z,2026-06-23T04:44:58.123Z,930,""
TC_243,"Security","Should clear session cache and tokens upon successful logout (Suite Check #243)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:58.123Z,2026-06-23T04:44:59.053Z,930,""
TC_244,"Security","Should enforce password field masking during credentials input (Suite Check #244)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:59.053Z,2026-06-23T04:44:59.983Z,930,""
TC_245,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #245)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:44:59.983Z,2026-06-23T04:45:00.913Z,930,""
TC_246,"Security","Should clear session cache and tokens upon successful logout (Suite Check #246)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:00.913Z,2026-06-23T04:45:01.843Z,930,""
TC_247,"Security","Should enforce password field masking during credentials input (Suite Check #247)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:01.843Z,2026-06-23T04:45:02.773Z,930,""
TC_248,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #248)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:02.773Z,2026-06-23T04:45:03.703Z,930,""
TC_249,"Security","Should clear session cache and tokens upon successful logout (Suite Check #249)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:03.703Z,2026-06-23T04:45:04.633Z,930,""
TC_250,"Security","Should enforce password field masking during credentials input (Suite Check #250)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:04.633Z,2026-06-23T04:45:05.563Z,930,""
TC_251,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #251)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:05.563Z,2026-06-23T04:45:06.493Z,930,""
TC_252,"Security","Should clear session cache and tokens upon successful logout (Suite Check #252)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:06.493Z,2026-06-23T04:45:07.423Z,930,""
TC_253,"Security","Should enforce password field masking during credentials input (Suite Check #253)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:07.423Z,2026-06-23T04:45:08.353Z,930,""
TC_254,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #254)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:08.353Z,2026-06-23T04:45:09.283Z,930,""
TC_255,"Security","Should clear session cache and tokens upon successful logout (Suite Check #255)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:09.283Z,2026-06-23T04:45:10.213Z,930,""
TC_256,"Security","Should enforce password field masking during credentials input (Suite Check #256)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:10.213Z,2026-06-23T04:45:11.143Z,930,""
TC_257,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #257)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:11.143Z,2026-06-23T04:45:12.073Z,930,""
TC_258,"Security","Should clear session cache and tokens upon successful logout (Suite Check #258)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:12.073Z,2026-06-23T04:45:13.003Z,930,""
TC_259,"Security","Should enforce password field masking during credentials input (Suite Check #259)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:13.003Z,2026-06-23T04:45:13.933Z,930,""
TC_260,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #260)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:13.933Z,2026-06-23T04:45:14.863Z,930,""
TC_261,"Security","Should clear session cache and tokens upon successful logout (Suite Check #261)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:14.863Z,2026-06-23T04:45:15.793Z,930,""
TC_262,"Security","Should enforce password field masking during credentials input (Suite Check #262)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:15.793Z,2026-06-23T04:45:16.723Z,930,""
TC_263,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #263)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:16.723Z,2026-06-23T04:45:17.653Z,930,""
TC_264,"Security","Should clear session cache and tokens upon successful logout (Suite Check #264)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:17.653Z,2026-06-23T04:45:18.583Z,930,""
TC_265,"Security","Should enforce password field masking during credentials input (Suite Check #265)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:18.583Z,2026-06-23T04:45:19.513Z,930,""
TC_266,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #266)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:19.513Z,2026-06-23T04:45:20.443Z,930,""
TC_267,"Security","Should clear session cache and tokens upon successful logout (Suite Check #267)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:20.443Z,2026-06-23T04:45:21.373Z,930,""
TC_268,"Security","Should enforce password field masking during credentials input (Suite Check #268)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:21.373Z,2026-06-23T04:45:22.303Z,930,""
TC_269,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #269)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:22.303Z,2026-06-23T04:45:23.233Z,930,""
TC_270,"Security","Should clear session cache and tokens upon successful logout (Suite Check #270)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:23.233Z,2026-06-23T04:45:24.163Z,930,""
TC_271,"Security","Should enforce password field masking during credentials input (Suite Check #271)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:24.163Z,2026-06-23T04:45:25.093Z,930,""
TC_272,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #272)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:25.093Z,2026-06-23T04:45:26.023Z,930,""
TC_273,"Security","Should clear session cache and tokens upon successful logout (Suite Check #273)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:26.023Z,2026-06-23T04:45:26.953Z,930,""
TC_274,"Security","Should enforce password field masking during credentials input (Suite Check #274)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:26.953Z,2026-06-23T04:45:27.883Z,930,""
TC_275,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #275)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:27.883Z,2026-06-23T04:45:28.813Z,930,""
TC_276,"Security","Should clear session cache and tokens upon successful logout (Suite Check #276)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:28.813Z,2026-06-23T04:45:29.743Z,930,""
TC_277,"Security","Should enforce password field masking during credentials input (Suite Check #277)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:29.743Z,2026-06-23T04:45:30.673Z,930,""
TC_278,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #278)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:30.673Z,2026-06-23T04:45:31.603Z,930,""
TC_279,"Security","Should clear session cache and tokens upon successful logout (Suite Check #279)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:31.603Z,2026-06-23T04:45:32.533Z,930,""
TC_280,"Security","Should enforce password field masking during credentials input (Suite Check #280)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:32.533Z,2026-06-23T04:45:33.463Z,930,""
TC_281,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #281)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:33.463Z,2026-06-23T04:45:34.393Z,930,""
TC_282,"Security","Should clear session cache and tokens upon successful logout (Suite Check #282)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:34.393Z,2026-06-23T04:45:35.323Z,930,""
TC_283,"Security","Should enforce password field masking during credentials input (Suite Check #283)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:35.323Z,2026-06-23T04:45:36.253Z,930,""
TC_284,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #284)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:36.253Z,2026-06-23T04:45:37.183Z,930,""
TC_285,"Security","Should clear session cache and tokens upon successful logout (Suite Check #285)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:37.183Z,2026-06-23T04:45:38.113Z,930,""
TC_286,"Security","Should enforce password field masking during credentials input (Suite Check #286)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:38.113Z,2026-06-23T04:45:39.043Z,930,""
TC_287,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #287)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:39.043Z,2026-06-23T04:45:39.973Z,930,""
TC_288,"Security","Should clear session cache and tokens upon successful logout (Suite Check #288)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:39.973Z,2026-06-23T04:45:40.903Z,930,""
TC_289,"Security","Should enforce password field masking during credentials input (Suite Check #289)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:40.903Z,2026-06-23T04:45:41.833Z,930,""
TC_290,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #290)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:41.833Z,2026-06-23T04:45:42.763Z,930,""
TC_291,"Security","Should clear session cache and tokens upon successful logout (Suite Check #291)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:42.763Z,2026-06-23T04:45:43.693Z,930,""
TC_292,"Security","Should enforce password field masking during credentials input (Suite Check #292)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:43.693Z,2026-06-23T04:45:44.623Z,930,""
TC_293,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #293)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:44.623Z,2026-06-23T04:45:45.553Z,930,""
TC_294,"Security","Should clear session cache and tokens upon successful logout (Suite Check #294)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:45.553Z,2026-06-23T04:45:46.483Z,930,""
TC_295,"Security","Should enforce password field masking during credentials input (Suite Check #295)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:46.483Z,2026-06-23T04:45:47.413Z,930,""
TC_296,"Security","Should restrict access to dashboard screens for unauthenticated users (Suite Check #296)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:47.413Z,2026-06-23T04:45:48.343Z,930,""
TC_297,"Security","Should clear session cache and tokens upon successful logout (Suite Check #297)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:48.343Z,2026-06-23T04:45:49.273Z,930,""
TC_298,"Security","Should enforce password field masking during credentials input (Suite Check #298)","Android Emulator (Pixel 6)",Passed,2026-06-23T04:45:49.273Z,2026-06-23T04:45:50.203Z,930,""
